accession,strain,qseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sseqid_2
CP015762,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3866047,3869482,0,1596,1
CP015762,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2873598,2874763,0,907,1
CP015763,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,1328672,1329837,0,907,1
CP015763,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,2767405,2763970,0,1596,1
CP015764,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,1901265,1902430,0,907,1
CP015764,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3341044,3337609,0,1596,1
CP015765,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,443387,439952,0,1596,1
CP015765,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,3107911,3109076,0,907,1
CP015766,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,2321219,2324654,0,1596,1
CP015766,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,3760973,3759805,0,907,1
CP015767,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,941951,940783,0,907,1
CP015767,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3606471,3609906,0,1596,1
CP015768,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,4099536,4096101,0,1596,1
CP015768,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2658706,2659871,0,907,1
CP015769,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,3123434,3124599,0,907,1
CP015769,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,454715,451280,0,1596,1
CP015770,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,3137608,3138773,0,907,1
CP015770,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,455664,452229,0,1596,1
CP015771,Bordetella pertussis,Oe6_s02653,75.673,3527,681,128,2268,5708,3056037,3059472,0,1596,1
CP015771,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,5714,4546,0,907,1
CP015771,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,4116845,4115677,0,907,1
CP015775,Ochrobactrum pseudogrignonense,Oe6_s03144,91.358,81,7,0,2708,2788,2759438,2759358,1.48e-19,111,1
CP015822,Klebsiella pneumoniae,Oe6_s01851,85.309,599,88,0,1,599,4264744,4264146,2.62e-173,619,1
CP015834,Escherichia coli,Oe6_s01851,97.997,599,12,0,1,599,5117466,5116868,0,1040,1
CP015836,Escherichia coli,Oe6_s11194,99.915,1174,1,0,8,1181,39722,40895,0,2163,1
CP015836,Escherichia coli,Oe6_s11194,99.915,1172,1,0,10,1181,88164,89335,0,2159,1
CP015850,Ralstonia solanacearum,Oe6_s10896,75.889,759,132,38,1920,2657,1038355,1039083,1.39e-88,340,1
CP015850,Ralstonia solanacearum,Oe6_s04615,78.718,2044,351,65,35508,37506,785675,787679,0,1288,1
CP015876,Pseudomonas putida,Oe6_s03283,71.487,491,118,18,1994,2473,3414754,3414275,8.83e-20,111,1
CP015877,Pseudomonas aeruginosa,Oe6_s04615,79.692,1556,286,27,11349,12889,5411534,5409994,0,1096,1
CP015877,Pseudomonas aeruginosa,Oe6_s04615,77.529,2541,476,76,35007,37510,3039337,3036855,0,1441,1
CP015878,Pseudomonas citronellolis,Oe6_s04615,80.475,1557,279,24,11343,12886,5230701,5229157,0,1168,1
CP015878,Pseudomonas citronellolis,Oe6_s04615,77.189,2547,474,87,35007,37510,4934805,4937287,0,1386,1
CP015912,Escherichia coli,Oe6_s01851,97.997,599,12,0,1,599,3533586,3532988,0,1040,1
CP015972,Xanthomonas citri,Oe6_s10896,80.121,1157,208,22,1,1146,388741,387596,0,843,1
CP015990,Klebsiella pneumoniae,Oe6_s01851,85.81,599,85,0,1,599,4676029,4676627,2.6e-178,636,1
CP015992,Pseudomonas sp. TCU-HL1,Oe6_s04615,78.762,1987,365,48,35548,37510,1913710,1911757,0,1279,1
CP015995,Escherichia coli,Oe6_s01851,97.83,599,13,0,1,599,4155508,4156106,0,1035,1
CP015995,Escherichia coli,Oe6_s11194,99.915,1172,1,0,10,1181,49137,50308,0,2159,1
CP015999,Burkholderia sp. KK1,Oe6_s10896,75.541,601,118,24,1920,2507,2557992,2557408,6.67e-67,268,1
CP016027,Halothiobacillus sp. LS2,Oe6_s04615,79.968,1867,337,28,35624,37476,430830,428987,0,1341,1
CP016034,Escherichia coli,Oe6_s01851,97.997,599,12,0,1,599,4609073,4608475,0,1040,1
CP016079,Mesorhizobium loti,Oe6_s02989,82.292,1152,184,17,5,1146,2952832,2951691,0,979,1
CP016079,Mesorhizobium loti,Oe6_s03283,77.263,453,91,8,2003,2449,722388,722834,3.85e-63,255,1
CP016079,Mesorhizobium loti,Oe6_s03144,90.667,75,7,0,2708,2782,4307406,4307480,3.2e-16,100,1
CP016094,Lacunisphaera limnophila,Oe6_s06580,71.529,857,204,34,25949,26785,1350596,1351432,1.12e-43,195,1
CP016159,Klebsiella pneumoniae,Oe6_s01851,85.476,599,87,0,1,599,1780884,1781482,5.63e-175,625,1
CP016162,Pseudomonas alcaliphila,Oe6_s04615,78.873,1988,364,48,35548,37510,3648622,3650578,0,1293,1
CP016170,Bordetella bronchialis,Oe6_s02989,81.834,1178,198,13,5,1174,4385873,4384704,0,976,1
CP016170,Bordetella bronchialis,Oe6_s03283,74.576,826,170,37,1601,2406,4833967,4834772,2.9e-84,326,1
CP016171,Bordetella bronchialis,Oe6_s02989,81.834,1178,198,13,5,1174,4460592,4459423,0,976,1
CP016171,Bordetella bronchialis,Oe6_s03283,73.998,823,180,30,1601,2406,4916756,4917561,1.36e-77,303,1
CP016212,Pseudomonas putida,Oe6_s03283,82.54,126,22,0,1994,2119,3349934,3349809,8.83e-20,111,1
CP016214,Pseudomonas aeruginosa,Oe6_s04615,79.652,1553,286,27,11349,12886,5115614,5117151,0,1090,1
CP016214,Pseudomonas aeruginosa,Oe6_s04615,77.489,2541,477,75,35007,37510,1146413,1148895,0,1435,1
CP016232,Trichoderma reesei,Oe6_s06580,75.855,2075,402,77,7806,9832,6634001,6631978,0,965,1
CP016233,Trichoderma reesei,Oe6_s10369,73.3,1618,355,61,35991,37557,2651764,2650173,1.47e-142,523,1
CP016234,Trichoderma reesei,Oe6_s01218,82.069,145,17,8,476,616,1673843,1673982,1.15e-20,115,1
CP016234,Trichoderma reesei,Oe6_s02715,75.465,591,122,18,28374,28945,1376392,1375806,2.51e-65,267,1
CP016238,Trichoderma reesei,Oe6_s06580,80.282,426,78,5,26711,27133,2058209,2057787,2.3e-80,316,1
CP016268,Woeseia oceani,Oe6_s03307,82.105,190,29,5,322,509,2117939,2118125,1e-33,158,1
CP016278,Diaphorobacter polyhydroxybutyrativorans,Oe6_s02653,78.158,5517,1034,127,2253,7679,2846926,2841491,0,3354,1
CP016294,Stenotrophomonas rhizophila,Oe6_s03283,74.803,381,79,15,2003,2376,3941415,3941785,4.02e-33,156,1
CP016336,Corynebacterium glutamicum,Oe6_s05375,100,650,0,0,1,650,1596,947,0,1201,1
CP016336,Corynebacterium glutamicum,Oe6_s09290,100,1128,0,0,1,1128,2954,1827,0,2084,1
CP016336,Corynebacterium glutamicum,Oe6_s05375,100,706,0,0,685,1390,920,215,0,1304,1
CP016338,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2888982,2890147,0,907,1
CP016338,Bordetella pertussis,Oe6_s02653,75.673,3527,681,128,2268,5708,3880422,3883857,0,1596,1
CP016341,Bordetella holmesii,Oe6_s03283,74.394,289,68,6,2162,2447,3428070,3428355,5.27e-22,119,1
CP016342,Bordetella parapertussis,Oe6_s02653,75.758,3527,678,129,2268,5708,42424,45859,0,1613,1
CP016342,Bordetella parapertussis,Oe6_s02989,80.818,1173,211,14,5,1170,1165639,1166804,0,907,1
CP016404,Escherichia coli,Oe6_s11194,99.744,1172,3,0,10,1181,2665204,2664033,0,2148,1
CP016428,Bradyrhizobium icense,Oe6_s03283,75.085,293,61,11,2163,2449,2073595,2073309,3.15e-24,126,1
CP016428,Bradyrhizobium icense,Oe6_s03283,74.841,314,67,11,2148,2455,4383270,4382963,6.78e-26,132,1
CP016431,Bordetella bronchiseptica,Oe6_s03283,76.144,306,61,11,590,889,4465049,4464750,1.87e-31,150,1
CP016442,Burkholderia stabilis,Oe6_s10896,76.592,581,123,12,1920,2495,3454695,3455267,1.41e-78,307,1
CP016442,Burkholderia stabilis,Oe6_s03283,73.596,534,119,20,1951,2473,1331014,1331536,5.13e-42,185,1
CP016447,Acidovorax sp. RAC01,Oe6_s02653,77.818,5491,1034,132,2282,7678,1143907,1138507,0,3223,1
CP016449,Hydrogenophaga sp. RAC07,Oe6_s02653,78.153,5502,1013,139,2269,7679,198824,204227,0,3326,1
CP016449,Hydrogenophaga sp. RAC07,Oe6_s04615,78.033,1912,340,61,35607,37475,3744098,3745972,0,1131,1
CP016450,Sinorhizobium sp. RAC02,Oe6_s03144,89.873,79,7,1,2704,2781,1053780,1053702,3.2e-16,100,1
CP016464,Bosea sp. RAC05,Oe6_s03144,90.667,75,7,0,2708,2782,3109511,3109437,3.2e-16,100,1
CP016526,Salmonella enterica,Oe6_s11194,99.829,1172,2,0,10,1181,89321,90492,0,2154,1
CP016546,Escherichia coli,Oe6_s01851,98.164,599,11,0,1,599,1605070,1605668,0,1046,1
CP016554,Ralstonia solanacearum,Oe6_s04615,79.012,2044,345,63,35508,37506,770594,772598,0,1321,1
CP016554,Ralstonia solanacearum,Oe6_s08731,73.646,1089,222,55,7060,8104,2365890,2366957,2.71e-94,361,1
CP016554,Ralstonia solanacearum,Oe6_s10896,75.758,759,133,38,1920,2657,1019667,1020395,6.49e-87,335,1
CP016591,Altererythrobacter dongtanensis,Oe6_s07007,75.12,418,71,29,507,903,2114695,2115100,1.05e-35,165,1
CP016603,Comamonas aquatica,Oe6_s04615,76.722,2569,479,97,35008,37527,1181842,1179344,0,1321,1
CP016603,Comamonas aquatica,Oe6_s02653,76.649,5520,1106,127,2250,7679,703021,708447,0,2883,1
CP016612,Ralstonia solanacearum,Oe6_s10896,75.978,741,127,38,1938,2657,2815029,2814319,6.49e-87,335,1
CP016612,Ralstonia solanacearum,Oe6_s04615,79.012,2044,345,62,35508,37506,3062853,3060849,0,1321,1
CP016616,Microvirga ossetica,Oe6_s03144,89.286,84,8,1,2707,2789,5408580,5408663,2.47e-17,104,1
CP016628,Escherichia coli,Oe6_s01851,97.83,599,13,0,1,599,4182191,4182789,0,1035,1
CP016636,Burkholderia pseudomallei,Oe6_s02653,75.993,3778,754,113,2201,5913,3861445,3865134,0,1810,1
CP016638,Burkholderia pseudomallei,Oe6_s02653,75.993,3778,754,113,2201,5913,3863899,3867588,0,1810,1
CP016763,Citrobacter freundii,Oe6_s11194,99.829,1172,2,0,10,1181,68675,67504,0,2154,1
CP016810,Klebsiella pneumoniae,Oe6_s11194,97.662,1155,27,0,10,1164,95760,94606,0,1984,1
CP016810,Klebsiella pneumoniae,Oe6_s11194,97.658,1153,26,1,9,1161,250900,249749,0,1978,1
CP016811,Klebsiella pneumoniae,Oe6_s11194,96.364,1155,42,0,10,1164,1904788,1903634,0,1901,1
CP016811,Klebsiella pneumoniae,Oe6_s11194,97.662,1155,27,0,10,1164,810832,809678,0,1984,1
CP016811,Klebsiella pneumoniae,Oe6_s11194,96.364,1155,42,0,10,1164,735384,734230,0,1901,1
CP016813,Klebsiella pneumoniae,Oe6_s01851,86.311,599,82,0,1,599,721843,721245,0,652,1
CP016814,Klebsiella pneumoniae,Oe6_s01851,86.311,599,82,0,1,599,721849,721251,0,652,1
CP016819,Rhodococcus sp. p52,Oe6_s08731,80,175,35,0,7093,7267,1336544,1336718,8.33e-25,130,1
CP016824,Streptomyces sampsonii,Oe6_s04608,79.058,382,68,9,1269,1644,3903552,3903177,7.59e-61,252,1
CP016878,Xanthomonas hortorum,Oe6_s10896,79.567,1155,218,18,1,1146,3967431,3966286,0,809,1
CP016878,Xanthomonas hortorum,Oe6_s08731,70.688,1177,250,80,6981,8100,2521318,2520180,3.8e-38,174,1
CP016887,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,1020961,1019006,0,1048,1
CP016887,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1250064,1250583,3.11e-65,263,1
CP016887,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1300507,1299339,0,907,1
CP016887,Bordetella pertussis,Oe6_s02653,75.673,3527,681,128,2268,5708,3855318,3858753,0,1596,1
CP016904,Ralstonia solanacearum,Oe6_s10896,76.113,741,126,38,1938,2657,2262104,2261394,1.39e-88,340,1
CP016904,Ralstonia solanacearum,Oe6_s04615,79.012,2044,345,62,35508,37506,2519043,2517039,0,1321,1
CP016906,Enterobacter cloacae,Oe6_s03283,72.748,444,106,13,2027,2463,3213558,3213993,5.24e-27,135,1
CP016909,Burkholderia pseudomallei,Oe6_s02653,75.94,3778,756,113,2201,5913,337584,341273,0,1799,1
CP016911,Burkholderia pseudomallei,Oe6_s02653,75.94,3778,756,113,2201,5913,337518,341207,0,1799,1
CP016914,Ralstonia solanacearum,Oe6_s04615,78.767,2044,350,65,35508,37506,2161717,2163721,0,1293,1
CP016914,Ralstonia solanacearum,Oe6_s08731,73.829,1089,220,55,7060,8104,3711681,3712748,1.25e-97,372,1
CP016914,Ralstonia solanacearum,Oe6_s10896,75.889,759,132,38,1920,2657,2412695,2413423,1.39e-88,340,1
CP016921,Klebsiella pneumoniae,Oe6_s11194,98.249,1142,20,0,8,1149,122720,123861,0,1999,1
CP016923,Klebsiella pneumoniae,Oe6_s01851,85.977,599,84,0,1,599,2623314,2622716,5.59e-180,641,1
CP016926,Klebsiella pneumoniae,Oe6_s01851,85.977,599,84,0,1,599,1970967,1971565,5.59e-180,641,1
CP016952,Citrobacter freundii,Oe6_s11194,99.574,1173,5,0,9,1181,3157684,3156512,0,2139,1
CP016952,Citrobacter freundii,Oe6_s11194,99.659,1173,4,0,9,1181,334328,335500,0,2145,1
CP016952,Citrobacter freundii,Oe6_s11194,99.659,1172,4,0,10,1181,1822816,1821645,0,2143,1
CP016952,Citrobacter freundii,Oe6_s11194,100,1172,0,0,10,1181,3282759,3281588,0,2165,1
CP016952,Citrobacter freundii,Oe6_s11194,99.744,1172,3,0,10,1181,1829286,1830457,0,2148,1
CP016952,Citrobacter freundii,Oe6_s11194,100,1172,0,0,10,1181,1932660,1931489,0,2165,1
CP016955,Pseudomonas aeruginosa,Oe6_s04615,79.692,1556,286,27,11349,12889,5197568,5196028,0,1096,1
CP016955,Pseudomonas aeruginosa,Oe6_s04615,77.41,2541,479,75,35007,37510,2376344,2373862,0,1424,1
CP016956,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2938545,2937987,3.11e-65,263,1
CP016956,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3187443,3189398,0,1048,1
CP016956,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2888091,2889256,0,907,1
CP016956,Bordetella pertussis,Oe6_s02653,75.673,3527,681,128,2268,5708,3878229,3881664,0,1596,1
CP016957,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2935447,2934889,3.11e-65,263,1
CP016957,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2884992,2886157,0,907,1
CP016957,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3182247,3184202,0,1048,1
CP016958,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,893995,892040,0,1048,1
CP016958,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1141815,1142334,3.11e-65,263,1
CP016958,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3859937,3863372,0,1596,1
CP016958,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1192270,1191102,0,907,1
CP016959,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,891897,889942,0,1048,1
CP016959,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3858884,3862319,0,1596,1
CP016959,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1139717,1140236,3.11e-65,263,1
CP016959,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1190172,1189004,0,907,1
CP016960,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3161458,3163413,0,1048,1
CP016960,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2914688,2914130,3.11e-65,263,1
CP016960,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3856692,3860127,0,1596,1
CP016960,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2864233,2865398,0,907,1
CP016961,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,892946,890991,0,1048,1
CP016961,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1140765,1141284,3.11e-65,263,1
CP016961,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1191220,1190052,0,907,1
CP016961,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3855740,3859175,0,1596,1
CP016962,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2864320,2865485,0,907,1
CP016962,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3161545,3163500,0,1048,1
CP016962,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2914775,2914217,3.11e-65,263,1
CP016962,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3854682,3858117,0,1596,1
CP016963,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2912634,2912076,3.11e-65,263,1
CP016963,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2862179,2863344,0,907,1
CP016963,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3159404,3161359,0,1048,1
CP016963,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3854639,3858074,0,1596,1
CP016964,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3853698,3857133,0,1596,1
CP016964,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2912685,2912127,3.11e-65,263,1
CP016964,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3159456,3161411,0,1048,1
CP016964,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2862230,2863395,0,907,1
CP016965,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3158502,3160457,0,1048,1
CP016965,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3852688,3856123,0,1596,1
CP016965,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2861276,2862441,0,907,1
CP016965,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2911732,2911174,3.11e-65,263,1
CP016966,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2866429,2867594,0,907,1
CP016966,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3855730,3859165,0,1596,1
CP016966,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3163655,3165610,0,1048,1
CP016966,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2916884,2916326,3.11e-65,263,1
CP016967,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2862230,2863395,0,907,1
CP016967,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3159457,3161412,0,1048,1
CP016967,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2912686,2912128,3.11e-65,263,1
CP016967,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3852575,3856010,0,1596,1
CP016968,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3856786,3860221,0,1596,1
CP016968,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1140764,1141283,3.11e-65,263,1
CP016968,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1191219,1190051,0,907,1
CP016968,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,892944,890989,0,1048,1
CP016980,Brucella sp. 2002734562,Oe6_s03144,88.372,86,9,1,2699,2783,612666,612581,8.89e-17,102,1
CP016982,Brucella suis,Oe6_s03144,87.64,89,10,1,2696,2783,604339,604427,8.89e-17,102,1
CP016984,Brucella melitensis,Oe6_s03144,87.64,89,10,1,2696,2783,585274,585362,8.89e-17,102,1
CP016986,Brucella melitensis,Oe6_s03144,87.64,89,10,1,2696,2783,585333,585421,8.89e-17,102,1
CP017007,Pseudomonas syringae,Oe6_s03283,71.91,445,105,18,2039,2473,3542938,3542504,8.83e-20,111,1
CP017009,Pseudomonas syringae,Oe6_s03283,71.91,445,105,18,2039,2473,3440257,3439823,8.83e-20,111,1
CP017013,Brucella suis,Oe6_s03144,87.64,89,10,1,2696,2783,604976,605064,8.89e-17,102,1
CP017020,Xanthomonas citri,Oe6_s10896,80.207,1157,207,22,1,1146,354209,353064,0,848,1
CP017044,Burkholderia pseudomallei,Oe6_s02653,75.993,3778,754,113,2201,5913,1866126,1869815,0,1810,1
CP017046,Burkholderia pseudomallei,Oe6_s02653,75.993,3778,754,113,2201,5913,1902450,1906139,0,1810,1
CP017048,Burkholderia pseudomallei,Oe6_s02653,75.993,3778,754,113,2201,5913,1902412,1906101,0,1810,1
CP017050,Burkholderia pseudomallei,Oe6_s02653,75.966,3778,755,113,2201,5913,1880268,1883957,0,1805,1
CP017052,Burkholderia pseudomallei,Oe6_s02653,75.966,3778,755,113,2201,5913,1880382,1884071,0,1805,1
CP017061,Escherichia coli,Oe6_s01851,99.332,599,4,0,1,599,3152523,3153121,0,1085,1
CP017061,Escherichia coli,Oe6_s11194,97.664,1156,27,0,9,1164,4124115,4122960,0,1986,1
CP017075,Novosphingobium resinovorum,Oe6_s03144,91.892,74,6,0,2708,2781,2231251,2231324,2.47e-17,104,1
CP017076,Novosphingobium resinovorum,Oe6_s03283,76.364,385,87,4,449,831,1247591,1247209,1.42e-47,204,1
CP017087,Enterobacter sp. HK169,Oe6_s03283,75.87,431,91,10,2039,2463,1392860,1393283,1.09e-48,207,1
CP017087,Enterobacter sp. HK169,Oe6_s01851,84.808,599,91,0,1,599,3568755,3568157,2.64e-168,603,1
CP017099,Pseudomonas aeruginosa,Oe6_s04615,79.627,1556,287,27,11349,12889,2526755,2525215,0,1090,1
CP017099,Pseudomonas aeruginosa,Oe6_s04615,77.568,2541,475,75,35007,37510,4474708,4477190,0,1447,1
CP017114,Cobetia marina,Oe6_s04615,77.61,1916,377,43,35614,37506,3758378,3760264,0,1114,1
CP017119,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2867431,2868596,0,907,1
CP017119,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3864074,3867509,0,1596,1
CP017119,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2918935,2918377,3.11e-65,263,1
CP017119,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3166755,3168710,0,1048,1
CP017120,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1160578,1161097,3.11e-65,263,1
CP017120,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,913811,911856,0,1048,1
CP017120,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1211032,1209864,0,907,1
CP017120,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,218580,215145,0,1596,1
CP017121,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857769,3861204,0,1596,1
CP017121,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1190165,1188997,0,907,1
CP017121,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,891892,889937,0,1048,1
CP017121,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1139710,1140229,3.11e-65,263,1
CP017122,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857812,3861247,0,1596,1
CP017122,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3163630,3165585,0,1048,1
CP017122,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2915811,2915253,3.11e-65,263,1
CP017122,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2865355,2866520,0,907,1
CP017123,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3857810,3861245,0,1596,1
CP017123,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2865356,2866521,0,907,1
CP017123,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3163630,3165585,0,1048,1
CP017123,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2915810,2915252,3.11e-65,263,1
CP017147,Bosea vaviloviae,Oe6_s03144,90.667,75,7,0,2708,2782,4673752,4673678,3.2e-16,100,1
CP017147,Bosea vaviloviae,Oe6_s08731,78.242,455,85,9,8320,8767,50083,49636,7.82e-70,279,1
CP017147,Bosea vaviloviae,Oe6_s02989,82.44,1213,189,19,5,1205,2065336,2064136,0,1038,1
CP017149,Pseudomonas aeruginosa,Oe6_s04615,77.568,2541,475,75,35007,37510,4261319,4263801,0,1447,1
CP017149,Pseudomonas aeruginosa,Oe6_s04615,79.781,1553,284,27,11349,12886,1892289,1893826,0,1101,1
CP017158,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2918985,2918427,3.11e-65,263,1
CP017158,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3863081,3866516,0,1596,1
CP017158,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2868530,2869695,0,907,1
CP017158,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3165753,3167708,0,1048,1
CP017159,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3164641,3166596,0,1048,1
CP017159,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3858814,3862249,0,1596,1
CP017159,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2916826,2916268,3.11e-65,263,1
CP017159,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2866372,2867537,0,907,1
CP017160,Bordetella pertussis,Oe6_s10896,75.61,574,116,17,1919,2483,2917758,2917200,3.11e-65,263,1
CP017160,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2867308,2868473,0,907,1
CP017160,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,3858580,3862015,0,1596,1
CP017160,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,3165563,3167518,0,1048,1
CP017161,Bordetella pertussis,Oe6_s02989,80.782,1176,212,14,5,1173,1211023,1209855,0,907,1
CP017161,Bordetella pertussis,Oe6_s10896,76.181,529,108,13,1919,2438,1160568,1161087,3.11e-65,263,1
CP017161,Bordetella pertussis,Oe6_s04615,76.923,2002,364,84,35551,37500,913801,911846,0,1048,1
CP017161,Bordetella pertussis,Oe6_s02653,75.66,3525,685,125,2268,5708,218579,215144,0,1596,1
